2.868447120599317279e-01,1.219664690690633657e+00,-3.079171955007888872e+00,-1.341311512831775410e+00,-1.700910291586656964e-01,-2.380001643569126024e+00,-8.288900282622562177e-01,1.285494499398015522e-01,5.168280291227991263e-01,4.332075660916119286e-01,-7.165125842653777832e-01,-1.551489403188197169e+00,-5.850295163322549730e-02,7.933463819844871479e-01,1.058155967230384187e+00,1.072641828041583645e-01,-9.946226336153601855e-01,3.778083372847265697e-01,-1.245302528728326807e+00,9.055201486634824048e-01,2.858560061319023737e-02,-3.043618661581483087e-01,1.183309532720136503e-01,6.409462764677877900e-01,-1.215455601096850025e+00,5.000000000000000000e+00
-7.938503153834022275e-01,-4.374358972454901462e+00,5.910363853910699516e-02,1.944545320742714578e+00,1.103955334545358546e+00,1.311118128511140624e+00,4.661713053891211600e-01,7.451542787732610140e-01,4.591934868722466478e-01,6.664507347886883259e-01,-2.294016429414250879e+00,6.356038923678370978e-01,1.618017864553522589e-02,-7.383964681330783542e-01,-5.224186649655854220e-01,9.122136097197230953e-01,1.265467595190604255e+00,-8.079695541466127562e-01,1.547176630159690536e+00,-3.468251020880168678e-01,1.379749541970113347e+00,4.153926238441766339e-01,9.182090162045151160e-01,-7.371469812098709884e-01,-1.572928409759608293e-01,2.000000000000000000e+00
-8.644492387532295430e-01,7.422711725531014881e-01,1.223350813916581181e+00,-7.971768003013742776e-01,-2.610074889801219933e-01,2.198172248274178564e+00,1.365110643278663716e+00,5.965848760735252831e-01,-1.945528998530126952e+00,-6.708277281410016668e-01,7.301166400309975213e-01,-2.290551163789932065e+00,-1.308123851413349081e+00,9.184453447506195634e-01,9.143127785684002085e-01,2.875029065058986588e-01,5.319223441954067100e-02,8.553376819902508421e-01,-1.281805685635364345e+00,-8.033817597515289233e-01,3.168835482042061669e-01,-5.680571277444457223e-01,6.420492266824693317e-01,5.006842231767980600e-01,4.907511154236276485e-01,7.000000000000000000e+00
-4.909789311251806510e-01,9.481190811519444317e-01,1.437389905942630719e+00,3.002916954374997616e+00,7.468727744905184762e-01,-1.314026496917353182e+00,-4.638291088261502215e-02,-8.711983414004842441e-01,-1.209055973038585696e+00,-1.082813204474814661e+00,-1.070229918657380264e+00,-8.125276758730476390e-01,6.418268586573092627e-01,8.281939426956826944e-01,-2.369841053979071799e-01,-5.327302952922244872e-01,-4.750248136191717596e-01,9.632691961960672122e-01,-7.764664812948580686e-01,-4.465367334813058475e-02,4.955903296341042097e-01,-6.561126446612738916e-02,4.413694037594958486e-01,-7.696868769445723846e-01,2.658738014883120782e-01,6.000000000000000000e+00
-3.398087727371250644e+00,5.415645985185803257e-02,2.511574978273332925e-02,-4.097420909476952589e-01,-1.623920594774956649e+00,1.206706658023999124e+00,1.052592324260972934e+00,-7.266386993570838060e-01,1.316449840901332990e+00,-2.933537280573134121e-01,-1.415225542794033897e+00,-8.381960195770939981e-01,-3.138635812437977624e-01,8.890647046964711420e-01,-3.067953180666443402e-01,-4.033755931571517683e-01,1.415544045196741874e-01,4.242239587844049975e-01,6.118731750371008138e-01,-6.209701274447068098e-01,-4.661086488800015859e-01,8.755053790563829264e-01,2.734116742192093108e-01,-2.271240537747438448e-01,-2.853205724788977493e-01,7.000000000000000000e+00
-1.991046139435350915e+00,-2.881187378838305502e-02,1.393565039915495518e+00,9.132201120444795039e-01,-9.640036846005555216e-01,-7.133262001178236611e-01,-8.082141500413136948e-01,1.130218870856293467e+00,9.122464824410062567e-01,-6.510362928948463246e-01,-1.286093452487794830e-01,9.552977514675463633e-01,1.546188130945203243e+00,-1.300748406264828461e+00,1.397836377351862058e+00,3.395042694447899523e-01,-4.484842000280916952e-01,7.007425821301639379e-01,-2.283984489794996797e+00,-2.393885912384136616e-01,-1.027392486381850212e+00,-1.008861635940775658e-01,-6.502073124535469040e-01,2.214034548447736950e-01,5.364433532420340156e-02,5.000000000000000000e+00
-2.235360940392291385e-01,1.723060987646378495e+00,3.223978574719783552e-01,3.459774686535297850e+00,1.238395269633764562e+00,4.618173068511449153e-01,5.578762103003173101e-01,-1.364148456349341676e-01,8.766552360771335817e-01,1.485254334605681903e+00,7.910277290238532100e-01,-6.187667963281939798e-01,-1.117903289122279320e+00,-3.854563202693570001e-02,5.407155139129844468e-01,-1.041045859281635400e+00,-1.444076494414510581e+00,1.700237907383005398e+00,2.947949177384701080e-01,6.856280581351981152e-01,1.671489928001364950e-02,1.452265147011826407e+00,-1.771568107981959184e+00,5.990208026514747264e-01,8.850568833501207267e-02,2.000000000000000000e+00
1.968854760231244505e+00,-1.865414346399509871e+00,-1.421908957397433282e+00,-4.358349195744055105e-01,2.114779370123336832e+00,9.219673734023572376e-01,-1.616590032165202029e+00,6.836698020373165319e-01,-8.793684752634876034e-01,-5.656497284142227855e-01,7.409018267390822254e-01,-3.429266465884210358e-01,2.003131729090566804e+00,-1.094685748075790777e+00,-8.710373875400128085e-01,-7.151789836109292975e-02,9.831619491890380980e-02,-8.319982408924276873e-01,1.110978283223827301e+00,1.294289858556711692e-02,7.581150164838034167e-01,1.190591641546783874e+00,-1.353674184332383845e+00,-3.313493710408373927e-01,-2.296591733315879402e+00,8.000000000000000000e+00
2.830609378911008167e-01,1.809080323208189567e+00,1.169047812355472171e+00,-1.126099166287884978e+00,-2.143553034061529416e+00,1.439712011272086922e+00,1.955777307342979610e+00,1.087534392725761689e+00,-7.992960453571412716e-01,-5.132521341464273412e-01,1.138687383206769876e+00,-1.954087465675968804e+00,-1.851781577656343991e-01,1.741826745125599984e+00,-3.959925117048695431e-01,4.660393412376786504e-01,7.431551926739131675e-01,2.446555070786076147e+00,-6.611000050260968930e-01,-3.722077299724559918e-01,2.975883074624730007e-01,3.494318666514393268e-01,8.838616240554804104e-01,-4.195382735495961635e-02,9.653493809547974980e-01,7.000000000000000000e+00
-2.421388781647514588e+00,-1.618643307284505228e-01,1.114938255736463324e+00,-3.465228284522694491e-01,2.262570946913246839e-01,7.716220913540747794e-01,-1.655083318336587839e+00,5.775376929983704333e-01,1.948352001928801425e+00,-2.241097286129227317e+00,-7.565407990633975510e-01,1.090639904388308185e-01,-2.721351711611037505e-01,1.649155908883962462e-01,5.286037305862899549e-01,4.931544123745117414e-01,-3.655193382196941232e-01,-5.094438457790697594e-01,-1.201836001317241054e-01,-1.486914792517002870e-01,-4.843773819580942663e-01,-9.014930516085968293e-01,2.516744329588060936e-01,4.332553942815649539e-01,5.158841020073235972e-01,4.000000000000000000e+00
